Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,1.0,1.0,0.0,0.01,0.0,100,1.1257951259613037
Nonlinear Programming,1.0,0.9887505848242659,0.01590907551028877,0.5,0.0001590907551028877,2,0.1095118522644043
Hill Climbing,0.0,0.0,0.0,0.0,0.2,0,0.09302711486816406
Greedy,1.0,1.0,0.0,0.01,0.0,100,0.16132211685180664
Simulated Annealing,1.0,1.0,0.0,0.01,0.0,100,0.11425399780273438
Random Search,1.0,1.0,0.0,0.02,0.0,50,0.08359384536743164
