Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,0.0,0.0,0.0,0.0,0.2,0,2.946974992752075
Nonlinear Programming,748.1707001334988,734.3533515978659,19.540681695128235,1.0,0.19540681695128234,2,0.31477999687194824
Hill Climbing,761.9145601942596,756.0675722090152,6.282380119788903,1.0,0.06282380119788904,5,0.10450482368469238
Greedy,763.3184247389643,751.4380537696118,6.763234185961099,0.84,0.06763234185961099,100,0.10873579978942871
Simulated Annealing,763.1441436657848,750.2567063284857,7.112030153083385,0.81,0.07112030153083385,100,0.12994909286499023
Random Search,762.3996566458928,751.6471191921207,6.766398545589338,0.92,0.06766398545589337,50,0.09883308410644531
