Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,1.0,1.0,0.0,0.01,0.0,100,1.252770185470581
Nonlinear Programming,1.0,0.9887505848242659,0.01590907551028877,0.5,0.0001590907551028877,2,0.10774016380310059
Hill Climbing,0.0,0.0,0.0,0.0,0.2,0,0.0933079719543457
Greedy,1.0,1.0,0.0,0.01,0.0,100,0.1231391429901123
Simulated Annealing,1.0,1.0,0.0,0.01,0.0,100,0.12043213844299316
Random Search,1.0,1.0,0.0,0.02,0.0,50,0.09075689315795898
