Solution_ID,Iteration,Reward,Method,Timestamp
1,1,762.5809986929473,Random Search,2025-07-28_13-25-39
2,1,744.5648979385168,Random Search,2025-07-28_13-25-39
3,1,759.9364299158425,Random Search,2025-07-28_13-25-39
4,1,750.238355071576,Random Search,2025-07-28_13-25-39
5,1,762.8862829326362,Random Search,2025-07-28_13-25-39
6,1,751.6234007003408,Random Search,2025-07-28_13-25-39
7,1,756.4745223292367,Random Search,2025-07-28_13-25-39
8,1,754.093991559921,Random Search,2025-07-28_13-25-39
9,1,743.051283419781,Random Search,2025-07-28_13-25-39
10,1,739.4364743221727,Random Search,2025-07-28_13-25-39
11,1,742.8735736519303,Random Search,2025-07-28_13-25-39
12,1,761.067461137319,Random Search,2025-07-28_13-25-39
13,1,753.1215917941943,Random Search,2025-07-28_13-25-39
14,1,762.3962726629064,Random Search,2025-07-28_13-25-39
15,1,746.3412351482667,Random Search,2025-07-28_13-25-39
16,1,762.8278920413137,Random Search,2025-07-28_13-25-39
17,1,746.0658098054098,Random Search,2025-07-28_13-25-39
18,1,751.329118010061,Random Search,2025-07-28_13-25-39
19,1,756.5174903367268,Random Search,2025-07-28_13-25-39
20,1,748.4293897017639,Random Search,2025-07-28_13-25-39
21,1,745.5479029159826,Random Search,2025-07-28_13-25-39
22,1,742.0048871305157,Random Search,2025-07-28_13-25-39
23,1,761.1218678941536,Random Search,2025-07-28_13-25-39
24,1,745.4100290340359,Random Search,2025-07-28_13-25-39
25,1,749.362208902124,Random Search,2025-07-28_13-25-39
26,1,743.8765267522018,Random Search,2025-07-28_13-25-39
27,1,750.1640154878621,Random Search,2025-07-28_13-25-39
28,1,746.4468142202483,Random Search,2025-07-28_13-25-39
29,1,756.6469993292186,Random Search,2025-07-28_13-25-39
30,1,743.3960286838986,Random Search,2025-07-28_13-25-39
31,1,761.6948927068207,Random Search,2025-07-28_13-25-39
32,1,759.1407519996061,Random Search,2025-07-28_13-25-39
33,1,750.2324996607789,Random Search,2025-07-28_13-25-39
34,1,755.3348822671676,Random Search,2025-07-28_13-25-39
35,1,740.505461100195,Random Search,2025-07-28_13-25-39
36,1,757.7086191647966,Random Search,2025-07-28_13-25-39
37,1,753.2974001803835,Random Search,2025-07-28_13-25-39
38,1,741.6434254187661,Random Search,2025-07-28_13-25-39
39,1,745.1906528874407,Random Search,2025-07-28_13-25-39
40,1,745.050693476342,Random Search,2025-07-28_13-25-39
41,1,748.8583893358979,Random Search,2025-07-28_13-25-39
42,1,762.6633690818837,Random Search,2025-07-28_13-25-39
43,1,750.2512614151992,Random Search,2025-07-28_13-25-39
44,1,741.504151782576,Random Search,2025-07-28_13-25-39
45,1,747.7537921045006,Random Search,2025-07-28_13-25-39
46,1,742.4938093179059,Random Search,2025-07-28_13-25-39
47,1,748.4010979697513,Random Search,2025-07-28_13-25-39
48,1,748.1707001334988,Random Search,2025-07-28_13-25-39
49,1,742.5513895535331,Random Search,2025-07-28_13-25-39
50,1,757.5412999389878,Random Search,2025-07-28_13-25-39
