Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,1.0,1.0,0.0,0.01,0.0,100,1.2241740226745605
Nonlinear Programming,1.0,0.9887505848242659,0.01590907551028877,0.5,0.0001590907551028877,2,0.11235713958740234
Hill Climbing,0.0,0.0,0.0,0.0,0.2,0,0.09837603569030762
Greedy,1.0,1.0,0.0,0.01,0.0,100,0.18826580047607422
Simulated Annealing,1.0,1.0,0.0,0.01,0.0,100,0.11663293838500977
Random Search,1.0,1.0,0.0,0.02,0.0,50,0.09114885330200195
