Solution_ID,Iteration,Reward,Method,Timestamp
1,1,665.2199212420857,Simulated Annealing,2025-07-28_12-54-24
2,2,662.4008268891963,Simulated Annealing,2025-07-28_12-54-24
3,3,664.3616138296527,Simulated Annealing,2025-07-28_12-54-24
4,4,663.7563866456538,Simulated Annealing,2025-07-28_12-54-24
5,5,656.8846301095102,Simulated Annealing,2025-07-28_12-54-24
6,6,664.3839570685816,Simulated Annealing,2025-07-28_12-54-24
7,7,660.755175799979,Simulated Annealing,2025-07-28_12-54-24
8,8,662.2823370842257,Simulated Annealing,2025-07-28_12-54-24
9,9,666.0257288344909,Simulated Annealing,2025-07-28_12-54-24
10,10,658.4007014219773,Simulated Annealing,2025-07-28_12-54-24
11,11,670.0549388804276,Simulated Annealing,2025-07-28_12-54-24
12,12,661.3851127631801,Simulated Annealing,2025-07-28_12-54-24
13,13,649.6892212093395,Simulated Annealing,2025-07-28_12-54-24
14,14,651.8488094792722,Simulated Annealing,2025-07-28_12-54-24
15,15,659.124230251856,Simulated Annealing,2025-07-28_12-54-24
16,16,663.5952715248499,Simulated Annealing,2025-07-28_12-54-24
17,17,665.625378536912,Simulated Annealing,2025-07-28_12-54-24
18,18,668.1791052133849,Simulated Annealing,2025-07-28_12-54-24
19,19,655.4326255321288,Simulated Annealing,2025-07-28_12-54-24
20,20,669.764661115407,Simulated Annealing,2025-07-28_12-54-24
21,21,661.7343707125917,Simulated Annealing,2025-07-28_12-54-24
22,22,662.9544082546013,Simulated Annealing,2025-07-28_12-54-24
23,23,647.0589429271729,Simulated Annealing,2025-07-28_12-54-24
24,24,663.1495005357715,Simulated Annealing,2025-07-28_12-54-24
25,25,663.4896911788878,Simulated Annealing,2025-07-28_12-54-24
26,26,652.644205450266,Simulated Annealing,2025-07-28_12-54-24
27,27,657.5228075448949,Simulated Annealing,2025-07-28_12-54-24
28,28,653.2655736205463,Simulated Annealing,2025-07-28_12-54-24
29,29,647.838168906467,Simulated Annealing,2025-07-28_12-54-24
30,30,669.8879840815711,Simulated Annealing,2025-07-28_12-54-24
31,31,669.2341791137623,Simulated Annealing,2025-07-28_12-54-24
32,32,665.2315626721974,Simulated Annealing,2025-07-28_12-54-24
33,33,669.2565959969226,Simulated Annealing,2025-07-28_12-54-24
34,34,651.4696951087049,Simulated Annealing,2025-07-28_12-54-24
35,35,650.4820187974724,Simulated Annealing,2025-07-28_12-54-24
36,36,655.4985878233491,Simulated Annealing,2025-07-28_12-54-24
37,37,651.2909975958702,Simulated Annealing,2025-07-28_12-54-24
38,38,658.8409911433458,Simulated Annealing,2025-07-28_12-54-24
39,39,654.396270087472,Simulated Annealing,2025-07-28_12-54-24
40,40,646.1037336744578,Simulated Annealing,2025-07-28_12-54-24
41,41,657.5677598543887,Simulated Annealing,2025-07-28_12-54-24
42,42,657.9715289861483,Simulated Annealing,2025-07-28_12-54-24
43,43,661.1763279738976,Simulated Annealing,2025-07-28_12-54-24
44,44,659.2016512830843,Simulated Annealing,2025-07-28_12-54-24
45,45,664.2687757540529,Simulated Annealing,2025-07-28_12-54-24
46,46,656.4210483290402,Simulated Annealing,2025-07-28_12-54-24
47,47,662.8503679437471,Simulated Annealing,2025-07-28_12-54-24
48,48,664.7576222027607,Simulated Annealing,2025-07-28_12-54-24
49,49,666.4150952767282,Simulated Annealing,2025-07-28_12-54-24
50,50,653.7225426140348,Simulated Annealing,2025-07-28_12-54-24
51,51,669.8939541620737,Simulated Annealing,2025-07-28_12-54-24
52,52,658.2430439054322,Simulated Annealing,2025-07-28_12-54-24
53,53,652.7865126259112,Simulated Annealing,2025-07-28_12-54-24
54,54,664.7670413446426,Simulated Annealing,2025-07-28_12-54-24
55,55,655.5596647030295,Simulated Annealing,2025-07-28_12-54-24
56,56,652.8762382940316,Simulated Annealing,2025-07-28_12-54-24
57,57,656.0576429507324,Simulated Annealing,2025-07-28_12-54-24
58,58,655.737048679497,Simulated Annealing,2025-07-28_12-54-24
59,59,658.9542887273401,Simulated Annealing,2025-07-28_12-54-24
60,60,656.6598406311033,Simulated Annealing,2025-07-28_12-54-24
61,61,654.9960482711144,Simulated Annealing,2025-07-28_12-54-24
