Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,1.0,1.0,0.0,0.01,0.0,100,1.2162048816680908
Nonlinear Programming,1.0482189640208672,1.0241094820104335,0.034095956440945374,0.5,0.00034095956440945374,2,0.11019587516784668
Hill Climbing,0.0,0.0,0.0,0.0,0.2,0,0.09992003440856934
Greedy,1.0,1.0,0.0,0.01,0.0,100,0.44019603729248047
Simulated Annealing,1.0,1.0,0.0,0.01,0.0,100,0.11909818649291992
Random Search,1.0,1.0,0.0,0.02,0.0,50,0.09053897857666016
