Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,1.0,1.0,0.0,0.01,0.0,100,1.1297430992126465
Nonlinear Programming,1.0482189640208672,1.0241094820104335,0.034095956440945374,0.5,0.00034095956440945374,2,0.1251540184020996
Hill Climbing,0.0,0.0,0.0,0.0,0.2,0,0.10844993591308594
Greedy,763.1595783936607,751.9111451943654,6.479659543169026,0.84,0.06479659543169027,100,0.6246728897094727
Simulated Annealing,1.0,1.0,0.0,0.01,0.0,100,0.1134800910949707
Random Search,1.0,1.0,0.0,0.02,0.0,50,0.09148597717285156
