Solution_ID,Iteration,Reward,Method,Timestamp
1,1,1.0,Greedy,2025-07-28_13-06-50
2,2,1.0,Greedy,2025-07-28_13-06-50
3,3,1.0,Greedy,2025-07-28_13-06-50
4,4,1.0,Greedy,2025-07-28_13-06-50
5,5,1.0,Greedy,2025-07-28_13-06-50
6,6,1.0,Greedy,2025-07-28_13-06-50
7,7,1.0,Greedy,2025-07-28_13-06-50
8,8,1.0,Greedy,2025-07-28_13-06-50
9,9,1.0,Greedy,2025-07-28_13-06-50
10,10,1.0,Greedy,2025-07-28_13-06-50
11,11,1.0,Greedy,2025-07-28_13-06-50
12,12,1.0,Greedy,2025-07-28_13-06-50
13,13,1.0,Greedy,2025-07-28_13-06-50
14,14,1.0,Greedy,2025-07-28_13-06-50
15,15,1.0,Greedy,2025-07-28_13-06-50
16,16,1.0,Greedy,2025-07-28_13-06-50
17,17,1.0,Greedy,2025-07-28_13-06-50
18,18,1.0,Greedy,2025-07-28_13-06-50
19,19,1.0,Greedy,2025-07-28_13-06-50
20,20,1.0,Greedy,2025-07-28_13-06-50
21,21,1.0,Greedy,2025-07-28_13-06-50
22,22,1.0,Greedy,2025-07-28_13-06-50
23,23,1.0,Greedy,2025-07-28_13-06-50
24,24,1.0,Greedy,2025-07-28_13-06-50
25,25,1.0,Greedy,2025-07-28_13-06-50
26,26,1.0,Greedy,2025-07-28_13-06-50
27,27,1.0,Greedy,2025-07-28_13-06-50
28,28,1.0,Greedy,2025-07-28_13-06-50
29,29,1.0,Greedy,2025-07-28_13-06-50
30,30,1.0,Greedy,2025-07-28_13-06-50
31,31,1.0,Greedy,2025-07-28_13-06-50
32,32,1.0,Greedy,2025-07-28_13-06-50
33,33,1.0,Greedy,2025-07-28_13-06-50
34,34,1.0,Greedy,2025-07-28_13-06-50
35,35,1.0,Greedy,2025-07-28_13-06-50
36,36,1.0,Greedy,2025-07-28_13-06-50
37,37,1.0,Greedy,2025-07-28_13-06-50
38,38,1.0,Greedy,2025-07-28_13-06-50
39,39,1.0,Greedy,2025-07-28_13-06-50
40,40,1.0,Greedy,2025-07-28_13-06-50
41,41,1.0,Greedy,2025-07-28_13-06-50
42,42,1.0,Greedy,2025-07-28_13-06-50
43,43,1.0,Greedy,2025-07-28_13-06-50
44,44,1.0,Greedy,2025-07-28_13-06-50
45,45,1.0,Greedy,2025-07-28_13-06-50
46,46,1.0,Greedy,2025-07-28_13-06-50
47,47,1.0,Greedy,2025-07-28_13-06-50
48,48,1.0,Greedy,2025-07-28_13-06-50
49,49,1.0,Greedy,2025-07-28_13-06-50
50,50,1.0,Greedy,2025-07-28_13-06-50
51,51,1.0,Greedy,2025-07-28_13-06-50
52,52,1.0,Greedy,2025-07-28_13-06-50
53,53,1.0,Greedy,2025-07-28_13-06-50
54,54,1.0,Greedy,2025-07-28_13-06-50
55,55,1.0,Greedy,2025-07-28_13-06-50
56,56,1.0,Greedy,2025-07-28_13-06-50
57,57,1.0,Greedy,2025-07-28_13-06-50
58,58,1.0,Greedy,2025-07-28_13-06-50
59,59,1.0,Greedy,2025-07-28_13-06-50
60,60,1.0,Greedy,2025-07-28_13-06-50
61,61,1.0,Greedy,2025-07-28_13-06-50
62,62,1.0,Greedy,2025-07-28_13-06-50
63,63,1.0,Greedy,2025-07-28_13-06-50
64,64,1.0,Greedy,2025-07-28_13-06-50
65,65,1.0,Greedy,2025-07-28_13-06-50
66,66,1.0,Greedy,2025-07-28_13-06-50
67,67,1.0,Greedy,2025-07-28_13-06-50
68,68,1.0,Greedy,2025-07-28_13-06-50
69,69,1.0,Greedy,2025-07-28_13-06-50
70,70,1.0,Greedy,2025-07-28_13-06-50
71,71,1.0,Greedy,2025-07-28_13-06-50
72,72,1.0,Greedy,2025-07-28_13-06-50
73,73,1.0,Greedy,2025-07-28_13-06-50
74,74,1.0,Greedy,2025-07-28_13-06-50
75,75,1.0,Greedy,2025-07-28_13-06-50
76,76,1.0,Greedy,2025-07-28_13-06-50
77,77,1.0,Greedy,2025-07-28_13-06-50
78,78,1.0,Greedy,2025-07-28_13-06-50
79,79,1.0,Greedy,2025-07-28_13-06-50
80,80,1.0,Greedy,2025-07-28_13-06-50
81,81,1.0,Greedy,2025-07-28_13-06-50
82,82,1.0,Greedy,2025-07-28_13-06-50
83,83,1.0,Greedy,2025-07-28_13-06-50
84,84,1.0,Greedy,2025-07-28_13-06-50
85,85,1.0,Greedy,2025-07-28_13-06-50
86,86,1.0,Greedy,2025-07-28_13-06-50
87,87,1.0,Greedy,2025-07-28_13-06-50
88,88,1.0,Greedy,2025-07-28_13-06-50
89,89,1.0,Greedy,2025-07-28_13-06-50
90,90,1.0,Greedy,2025-07-28_13-06-50
91,91,1.0,Greedy,2025-07-28_13-06-50
92,92,1.0,Greedy,2025-07-28_13-06-50
93,93,1.0,Greedy,2025-07-28_13-06-50
94,94,1.0,Greedy,2025-07-28_13-06-50
95,95,1.0,Greedy,2025-07-28_13-06-50
96,96,1.0,Greedy,2025-07-28_13-06-50
97,97,1.0,Greedy,2025-07-28_13-06-50
98,98,1.0,Greedy,2025-07-28_13-06-50
99,99,1.0,Greedy,2025-07-28_13-06-50
100,100,1.0,Greedy,2025-07-28_13-06-50
