Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,1.0,1.0,0.0,0.01,0.0,100,1.213636875152588
Nonlinear Programming,1.0,0.9887505848242659,0.01590907551028877,0.5,0.0001590907551028877,2,0.10314106941223145
Hill Climbing,0.0,0.0,0.0,0.0,0.2,0,0.09165096282958984
Greedy,1.0,1.0,0.0,0.01,0.0,100,0.1259448528289795
Simulated Annealing,1.0,1.0,0.0,0.01,0.0,100,0.11846804618835449
Random Search,1.0,1.0,0.0,0.02,0.0,50,0.0821540355682373
