Solution_ID,Iteration,Reward,Method,Timestamp
1,1,754.5203972247464,GFlowNets,2025-07-28_13-25-39
2,2,750.2242488436325,GFlowNets,2025-07-28_13-25-39
3,3,750.8738857117114,GFlowNets,2025-07-28_13-25-39
4,4,756.2912306454007,GFlowNets,2025-07-28_13-25-39
5,5,755.5764217646717,GFlowNets,2025-07-28_13-25-39
6,6,743.397580704359,GFlowNets,2025-07-28_13-25-39
7,7,754.1395916693441,GFlowNets,2025-07-28_13-25-39
8,8,755.4562821403092,GFlowNets,2025-07-28_13-25-39
9,9,750.3848604485648,GFlowNets,2025-07-28_13-25-39
10,10,746.600881358774,GFlowNets,2025-07-28_13-25-39
11,11,755.2835552121887,GFlowNets,2025-07-28_13-25-39
12,12,754.7624669583403,GFlowNets,2025-07-28_13-25-39
13,13,747.6396644189563,GFlowNets,2025-07-28_13-25-39
14,14,745.8450047908979,GFlowNets,2025-07-28_13-25-39
15,15,751.7970280697119,GFlowNets,2025-07-28_13-25-39
16,16,741.5766666543653,GFlowNets,2025-07-28_13-25-39
17,17,745.9598929683868,GFlowNets,2025-07-28_13-25-39
18,18,744.0136071316504,GFlowNets,2025-07-28_13-25-39
19,19,749.5823044246662,GFlowNets,2025-07-28_13-25-39
20,20,751.0489710867606,GFlowNets,2025-07-28_13-25-39
21,21,741.3499588806815,GFlowNets,2025-07-28_13-25-39
22,22,751.7845470655525,GFlowNets,2025-07-28_13-25-39
23,23,744.1323270728294,GFlowNets,2025-07-28_13-25-39
24,24,753.8284110363682,GFlowNets,2025-07-28_13-25-39
25,25,748.9610750421554,GFlowNets,2025-07-28_13-25-39
26,26,746.9984213195196,GFlowNets,2025-07-28_13-25-39
27,27,749.8351586017566,GFlowNets,2025-07-28_13-25-39
28,28,760.0243078722784,GFlowNets,2025-07-28_13-25-39
29,29,747.0872745584297,GFlowNets,2025-07-28_13-25-39
30,30,752.9440831166784,GFlowNets,2025-07-28_13-25-39
31,31,747.1419588843498,GFlowNets,2025-07-28_13-25-39
32,32,743.2061718539778,GFlowNets,2025-07-28_13-25-39
33,33,756.7436999103003,GFlowNets,2025-07-28_13-25-39
34,34,748.3524333732543,GFlowNets,2025-07-28_13-25-39
35,35,740.1405674702648,GFlowNets,2025-07-28_13-25-39
36,36,741.3201276160601,GFlowNets,2025-07-28_13-25-39
37,37,755.3463061622356,GFlowNets,2025-07-28_13-25-39
38,38,751.2255103906857,GFlowNets,2025-07-28_13-25-39
39,39,756.5335456524064,GFlowNets,2025-07-28_13-25-39
40,40,743.387174603429,GFlowNets,2025-07-28_13-25-39
41,41,752.0700108029629,GFlowNets,2025-07-28_13-25-39
42,42,750.521154167808,GFlowNets,2025-07-28_13-25-39
43,43,759.9097372401565,GFlowNets,2025-07-28_13-25-39
44,44,743.5864210478649,GFlowNets,2025-07-28_13-25-39
45,45,746.5244308195101,GFlowNets,2025-07-28_13-25-39
46,46,763.4085569170907,GFlowNets,2025-07-28_13-25-39
47,47,747.961966391239,GFlowNets,2025-07-28_13-25-39
48,48,756.9715727797762,GFlowNets,2025-07-28_13-25-39
49,49,757.5916138716757,GFlowNets,2025-07-28_13-25-39
50,50,754.2762844862577,GFlowNets,2025-07-28_13-25-39
51,51,746.1251215516214,GFlowNets,2025-07-28_13-25-39
52,52,747.0992051464303,GFlowNets,2025-07-28_13-25-39
53,53,752.5777203711008,GFlowNets,2025-07-28_13-25-39
54,54,754.2923240587183,GFlowNets,2025-07-28_13-25-39
55,55,747.6904324361018,GFlowNets,2025-07-28_13-25-39
56,56,742.0937646475835,GFlowNets,2025-07-28_13-25-39
