Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,1.0,1.0,0.0,0.01,0.0,100,1.1702001094818115
Nonlinear Programming,1.0,0.9887505848242659,0.01590907551028877,0.5,0.0001590907551028877,2,0.12370586395263672
Hill Climbing,0.0,0.0,0.0,0.0,0.2,0,0.10177111625671387
Greedy,1.0,1.0,0.0,0.01,0.0,100,0.2753918170928955
Simulated Annealing,1.0,1.0,0.0,0.01,0.0,100,0.12492513656616211
Random Search,1.0,1.0,0.0,0.02,0.0,50,0.08819699287414551
