Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,1.0,1.0,0.0,0.01,0.0,100,1.1849701404571533
Nonlinear Programming,1.0,0.9887505848242659,0.01590907551028877,0.5,0.0001590907551028877,2,0.10870099067687988
Hill Climbing,0.0,0.0,0.0,0.0,0.2,0,0.09108710289001465
Greedy,1.0,1.0,0.0,0.01,0.0,100,0.2615821361541748
Simulated Annealing,1.0,1.0,0.0,0.01,0.0,100,0.11690711975097656
Random Search,1.0,1.0,0.0,0.02,0.0,50,0.08556509017944336
