Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,793.8,789.7142857142857,2.980731773367371,1.0,0.029807317733673712,7,0.011449098587036133
Nonlinear Programming,745.2,745.2,0.0,0.0,0.2,1,1.5974044799804688e-5
Hill Climbing,735.8,732.1333333333332,3.650114153466048,1.0,0.03650114153466048,3,1.2159347534179688e-5
Greedy,718.0,718.0,0.0,0.0,0.2,1,8.106231689453125e-6
Simulated Annealing,712.9,712.9,0.0,0.0,0.2,1,5.0067901611328125e-6
Random Search,649.1,546.3,99.65176867472049,1.0,0.9965176867472049,5,1.0013580322265625e-5
