Method,Best_Reward,Mean_Reward,Std_Dev,Diversity,Coverage,N_Solutions,Elapsed_Time
GFlowNets,1.0,1.0,0.0,0.01,0.0,100,1.319835901260376
Nonlinear Programming,1.0482189640208672,1.0241094820104335,0.034095956440945374,0.5,0.00034095956440945374,2,0.11520218849182129
Hill Climbing,0.0,0.0,0.0,0.0,0.2,0,0.1004190444946289
Greedy,1.0,1.0,0.0,0.01,0.0,100,0.5109579563140869
Simulated Annealing,1.0,1.0,0.0,0.01,0.0,100,0.11789608001708984
Random Search,1.0,1.0,0.0,0.02,0.0,50,0.10032415390014648
